Station,Date,TMaxF,TMinF,PrecipIn
Hungry Horse Dam,7/12/2016,68,49,0
Hungry Horse Dam,7/13/2016,75,53,0.02
Hungry Horse Dam,7/14/2016,73,49,0
Hungry Horse Dam,7/15/2016,77,49,0
Hungry Horse Dam,7/16/2016,84,53,0
Hungry Horse Dam,7/17/2016,62,46,0.3
Hungry Horse Dam,7/18/2016,76,50,0
Hungry Horse Dam,7/19/2016,88,53,0
Hungry Horse Dam,7/20/2016,84,53,0.13
Hungry Horse Dam,7/21/2016,83,54,0
Hungry Horse Dam,7/22/2016,88,53,0
Hungry Horse Dam,7/23/2016,85,57,0
Hungry Horse Dam,7/24/2016,79,53,0
Hungry Horse Dam,7/25/2016,83,53,0
Hungry Horse Dam,7/26/2016,89,59,0
Hungry Horse Dam,7/27/2016,88,55,0
Hungry Horse Dam,7/28/2016,88,54,0
Hungry Horse Dam,7/29/2016,88,60,0
Hungry Horse Dam,7/30/2016,92,58,0
Hungry Horse Dam,7/31/2016,92,60,0
Hungry Horse Dam,8/1/2016,83,49,0
Hungry Horse Dam,8/2/2016,84,50,0
Hungry Horse Dam,8/3/2016,89,56,0
Hungry Horse Dam,8/4/2016,64,46,0.08
Hungry Horse Dam,8/5/2016,80,50,0
Hungry Horse Dam,8/6/2016,90,59,0
Hungry Horse Dam,8/7/2016,87,55,0
Hungry Horse Dam,8/8/2016,81,51,0.3
Hungry Horse Dam,8/9/2016,77,51,0
Hungry Horse Dam,8/10/2016,70,51,0.64
Hungry Horse Dam,8/11/2016,58,51,0.29
Hungry Horse Dam,8/12/2016,76,52,0
Hungry Horse Dam,8/13/2016,82,51,0
Hungry Horse Dam,8/14/2016,84,53,0
Hungry Horse Dam,8/15/2016,86,53,0
Hungry Horse Dam,8/16/2016,89,53,0
Hungry Horse Dam,8/17/2016,90,53,0
Hungry Horse Dam,8/18/2016,88,57,0
Hungry Horse Dam,8/19/2016,70,42,0
Hungry Horse Dam,8/20/2016,74,44,0.01
Hungry Horse Dam,8/21/2016,81,49,0
Hungry Horse Dam,8/22/2016,89,53,0
Hungry Horse Dam,8/23/2016,71,52,0
Hungry Horse Dam,8/24/2016,71,51,0
Hungry Horse Dam,8/25/2016,73,42,0
Hungry Horse Dam,8/26/2016,75,45,0
Hungry Horse Dam,8/27/2016,75,48,0
Hungry Horse Dam,8/28/2016,83,55,0
Hungry Horse Dam,8/29/2016,79,49,0
Hungry Horse Dam,8/30/2016,86,51,0.03
Hungry Horse Dam,8/31/2016,85,55,0.01
Hungry Horse Dam,9/1/2016,80,53,0
Hungry Horse Dam,9/2/2016,82,51,0.07
Hungry Horse Dam,9/3/2016,64,46,0.15
Hungry Horse Dam,9/4/2016,64,39,0.11
Hungry Horse Dam,9/5/2016,61,41,0
Hungry Horse Dam,9/6/2016,63,43,0.07
Hungry Horse Dam,9/7/2016,54,48,0.07
Hungry Horse Dam,9/8/2016,59,49,0.59
Hungry Horse Dam,9/9/2016,62,42,0.11
Hungry Horse Dam,9/10/2016,65,44,0
Hungry Horse Dam,9/11/2016,76,50,0
Hungry Horse Dam,9/12/2016,64,36,0.84
Hungry Horse Dam,9/13/2016,54,33,0.01
Hungry Horse Dam,9/14/2016,63,33,0
Hungry Horse Dam,9/15/2016,70,35,0
Hungry Horse Dam,9/16/2016,74,39,0
Hungry Horse Dam,9/17/2016,77,42,0
Hungry Horse Dam,9/18/2016,65,47,1.15
Hungry Horse Dam,9/19/2016,64,39,0.35
Hungry Horse Dam,9/20/2016,60,41,0
Hungry Horse Dam,9/21/2016,61,42,0
Hungry Horse Dam,9/22/2016,57,46,0.24
Hungry Horse Dam,9/23/2016,58,42,0
Hungry Horse Dam,9/24/2016,63,44,0
Hungry Horse Dam,9/25/2016,63,45,0.02
Hungry Horse Dam,9/26/2016,62,41,0
Hungry Horse Dam,9/27/2016,72,46,0
Hungry Horse Dam,9/28/2016,78,45,0
Hungry Horse Dam,9/29/2016,71,45,0
Hungry Horse Dam,9/30/2016,73,48,0.01
Hungry Horse Dam,10/1/2016,76,49,0.08
Hungry Horse Dam,10/2/2016,65,34,0.23
Hungry Horse Dam,10/3/2016,59,36,0
Hungry Horse Dam,10/4/2016,58,36,0
Hungry Horse Dam,10/5/2016,53,36,0.57
Hungry Horse Dam,10/6/2016,47,39,0.04
Hungry Horse Dam,10/7/2016,48,41,0.08
Hungry Horse Dam,10/8/2016,51,39,0.56
Hungry Horse Dam,10/9/2016,62,40,0.48
Hungry Horse Dam,10/10/2016,60,32,2.82
Hungry Horse Dam,10/11/2016,36,25,0
Hungry Horse Dam,10/12/2016,37,25,0
Hungry Horse Dam,10/13/2016,41,29,0
Hungry Horse Dam,10/14/2016,53,33,1.17
Hungry Horse Dam,10/15/2016,52,41,0.73
Hungry Horse Dam,10/16/2016,51,43,0.43
Hungry Horse Dam,10/17/2016,51,40,0.17
Hungry Horse Dam,10/18/2016,50,40,0.62
Hungry Horse Dam,10/19/2016,51,40,0.24
Hungry Horse Dam,10/20/2016,50,38,0.04
Hungry Horse Dam,10/21/2016,47,39,0.77
Hungry Horse Dam,10/22/2016,48,40,0.15
Hungry Horse Dam,10/23/2016,48,36,0.18
Hungry Horse Dam,10/24/2016,46,36,0
Hungry Horse Dam,10/25/2016,47,37,0.13
Hungry Horse Dam,10/26/2016,49,39,0.17
Hungry Horse Dam,10/27/2016,49,40,0.73
Hungry Horse Dam,10/28/2016,49,42,0.38
Hungry Horse Dam,10/29/2016,48,36,0
Hungry Horse Dam,10/30/2016,44,38,0.18
Hungry Horse Dam,10/31/2016,47,41,1.39
Hungry Horse Dam,11/1/2016,49,40,0
Hungry Horse Dam,11/2/2016,50,42,0
Hungry Horse Dam,11/3/2016,53,35,0
Hungry Horse Dam,11/4/2016,51,34,0
Hungry Horse Dam,11/5/2016,50,31,0
Hungry Horse Dam,11/6/2016,49,32,0
Hungry Horse Dam,11/7/2016,53,36,0.06
Hungry Horse Dam,11/8/2016,48,34,0
Hungry Horse Dam,11/9/2016,48,32,0
Hungry Horse Dam,11/10/2016,49,32,0
Hungry Horse Dam,11/11/2016,45,30,0
Hungry Horse Dam,11/12/2016,39,31,0
Hungry Horse Dam,11/13/2016,57,32,0
Hungry Horse Dam,11/14/2016,53,43,0.2
Hungry Horse Dam,11/15/2016,52,39,0.25
Hungry Horse Dam,11/16/2016,49,36,0.51
Hungry Horse Dam,11/17/2016,39,30,0.04
Hungry Horse Dam,11/18/2016,36,29,0
Hungry Horse Dam,11/19/2016,34,29,0
Hungry Horse Dam,11/20/2016,37,31,0
Hungry Horse Dam,11/21/2016,42,35,0.66
Hungry Horse Dam,11/22/2016,45,34,0
Hungry Horse Dam,11/23/2016,41,29,0
Hungry Horse Dam,11/24/2016,38,32,0.2
Hungry Horse Dam,11/25/2016,42,34,0
Hungry Horse Dam,11/26/2016,42,35,0.02
Hungry Horse Dam,11/27/2016,41,29,0.01
Hungry Horse Dam,11/28/2016,40,30,0.08
Hungry Horse Dam,11/29/2016,39,28,0
Hungry Horse Dam,11/30/2016,34,27,0.01
Hungry Horse Dam,12/1/2016,31,28,0.23
Hungry Horse Dam,12/2/2016,34,31,0
Hungry Horse Dam,12/3/2016,35,30,0.15
Hungry Horse Dam,12/4/2016,39,32,0
Hungry Horse Dam,12/5/2016,38,21,0.81
Hungry Horse Dam,12/6/2016,25,10,0
Hungry Horse Dam,12/7/2016,13,-1,0.01
Hungry Horse Dam,12/8/2016,7,1,0
Hungry Horse Dam,12/9/2016,7,1,0
Hungry Horse Dam,12/10/2016,9,1,0.25
Hungry Horse Dam,12/11/2016,19,9,0.21
Hungry Horse Dam,12/12/2016,27,12,0.15
Hungry Horse Dam,12/13/2016,20,12,0
Hungry Horse Dam,12/14/2016,16,-1,0
Hungry Horse Dam,12/15/2016,12,4,0.03
Hungry Horse Dam,12/16/2016,16,6,0.09
Hungry Horse Dam,12/17/2016,8,-10,0
Hungry Horse Dam,12/18/2016,7,-9,0.04
Hungry Horse Dam,12/19/2016,28,-1,0.07
Hungry Horse Dam,12/20/2016,35,22,0.16
Hungry Horse Dam,12/21/2016,41,29,0.08
Hungry Horse Dam,12/22/2016,36,19,0
Hungry Horse Dam,12/23/2016,27,17,0
Hungry Horse Dam,12/24/2016,28,25,0.25
Hungry Horse Dam,12/25/2016,27,11,0.2
Hungry Horse Dam,12/26/2016,21,10,0.02
Hungry Horse Dam,12/27/2016,29,18,0.1
Hungry Horse Dam,12/28/2016,33,26,0.1
Hungry Horse Dam,12/29/2016,32,19,0
Hungry Horse Dam,12/30/2016,33,20,0.3
Hungry Horse Dam,12/31/2016,33,20,0
